Index,Forme erronée,Forme correcte,Lemme,Phrase ou syntagme,Type de l'erreur,Texte,Corpus
184,eau,eaux,eau,tue beaucoup de gens a cause des <err>eau</err> usagé,accord,texte1_2ndepro_raw.txt,corpus1
185,usagé,usagée,usagé,tue beaucoup de gens a cause des eau <err>usagé</err>,accord,texte1_2ndepro_raw.txt,corpus1
186,démunie,démunis,démuni,ils sont complètement <err>démunie</err> et ne peuve se soigné,accord,texte1_2ndepro_raw.txt,corpus1
187,,,,,accord,texte1_2ndepro_raw.txt,corpus1
188,peuve,peuvent,pouvoir,ils sont complètement démunie et ne <err>peuve</err> se soigné,conjugaison,texte1_2ndepro_raw.txt,corpus1
189,soigné,soigner,soigner,ils sont complètement démunie et ne peuve se <err>soigné</err>,conjugaison,texte1_2ndepro_raw.txt,corpus1
190,autre,autres,autre,d'<err>autre</err> éta,accord,texte1_2ndepro_raw.txt,corpus1
191,éta,états,état,d'autre <err>éta</err>,lettre muette,texte1_2ndepro_raw.txt,corpus1
192,,,,,accord,texte1_2ndepro_raw.txt,corpus1
193,gouvernements,gouvernement,gouvernement, mais un <err>gouvernements</err> corrompu presque dictatorial,accord,texte1_2ndepro_raw.txt,corpus1
194,mation,nations,nation,les <err>mation</err> pauvre et non aucun moiyin de se relever afin de renverser se gouvernement,substitution,texte1_2ndepro_raw.txt,corpus1
195,,,,,accord,texte1_2ndepro_raw.txt,corpus1
196,pauvre,pauvres,pauvre,les mation <err>pauvre</err> et non aucun moiyin de se relever afin de renverser se gouvernement,accord,texte1_2ndepro_raw.txt,corpus1
197,non,n'ont,ne;avoir,les mation pauvre et <err>non</err> aucun moiyin de se relever afin de renverser se gouvernement,homophones,texte1_2ndepro_raw.txt,corpus1
198,moiyin,moyen,moyen,les mation pauvre et non aucun <err>moiyin</err> de se relever afin de renverser se gouvernement,phonétisation,texte1_2ndepro_raw.txt,corpus1
199,,,,,phonétisation,texte1_2ndepro_raw.txt,corpus1
200,se,ce,ce,les mation pauvre et non aucun moiyin de se relever afin de renverser <err>se</err> gouvernement,homophones,texte1_2ndepro_raw.txt,corpus1
201,autre,autres,autre,D'<err>autre</err> pays qui eu on ue un mayeur gouvernement et peuve sen sortire et se dévlopé grasse une politique bugetér réfléchi et efficace,accord,texte1_2ndepro_raw.txt,corpus1
202,eu,eux,eux,D'autre pays qui <err>eu</err> on ue un mayeur gouvernement et peuve sen sortire et se dévlopé grasse une politique bugetér réfléchi et efficace,accord,texte1_2ndepro_raw.txt,corpus1
203,on,ont,avoir,D'autre pays qui eu <err>on</err> ue un mayeur gouvernement et peuve sen sortire et se dévlopé grasse une politique bugetér réfléchi et efficace,homophones,texte1_2ndepro_raw.txt,corpus1
204,ue,eu,avoir,D'autre pays qui eu on <err>ue</err> un mayeur gouvernement et peuve sen sortire et se dévlopé grasse une politique bugetér réfléchi et efficace,transposition,texte1_2ndepro_raw.txt,corpus1
205,mayeur,meilleur,meilleur,D'autre pays qui eu on ue un <err>mayeur</err> gouvernement et peuve sen sortire et se dévlopé grasse une politique bugetér réfléchi et efficace,phonétisation,texte1_2ndepro_raw.txt,corpus1
206,,,,,phonétisation,texte1_2ndepro_raw.txt,corpus1
207,peuve,peuvent,pouvoir,D'autre pays qui eu on ue un mayeur gouvernement et <err>peuve</err> sen sortire et se dévlopé grasse une politique bugetér réfléchi et efficace,conjugaison,texte1_2ndepro_raw.txt,corpus1
208,sen,s'en,se;en,D'autre pays qui eu on ue un mayeur gouvernement et peuve <err>sen</err> sortire et se dévlopé grasse une politique bugetér réfléchi et efficace,apostrophe,texte1_2ndepro_raw.txt,corpus1
209,sortire,sortir,sortir,D'autre pays qui eu on ue un mayeur gouvernement et peuve sen <err>sortire</err> et se dévlopé grasse une politique bugetér réfléchi et efficace,phonétisation,texte1_2ndepro_raw.txt,corpus1
210,dévlopé,développer,développer,D'autre pays qui eu on ue un mayeur gouvernement et peuve sen sortire et se <err>dévlopé</err> grasse une politique bugetér réfléchi et efficace,omission,texte1_2ndepro_raw.txt,corpus1
211,,,,,phonétisation,texte1_2ndepro_raw.txt,corpus1
212,grasse,grâce,grâce,D'autre pays qui eu on ue un mayeur gouvernement et peuve sen sortire et se dévlopé <err>grasse</err> une politique bugetér réfléchi et efficace,homophones,texte1_2ndepro_raw.txt,corpus1
213,,à,à,D'autre pays qui eu on ue un mayeur gouvernement et peuve sen sortire et se dévlopé grasse <err>[à]</err> une politique bugetér réfléchi et efficace,omission mot,texte1_2ndepro_raw.txt,corpus1
214,bugetér,budgétaire,budgétaire,D'autre pays qui eu on ue un mayeur gouvernement et peuve sen sortire et se dévlopé grasse une politique <err>bugetér</err> réfléchi et efficace,approximation,texte1_2ndepro_raw.txt,corpus1
215,,,,,approximation,texte1_2ndepro_raw.txt,corpus1
216,,,,,approximation,texte1_2ndepro_raw.txt,corpus1
217,,,,,lettre muette,texte1_2ndepro_raw.txt,corpus1
218,réfléchi,réfléchie,réfléchi,D'autre pays qui eu on ue un mayeur gouvernement et peuve sen sortire et se dévlopé grasse une politique bugetér <err>réfléchi</err> et efficace,accord,texte1_2ndepro_raw.txt,corpus1
219,a,à,à,le secteur secondaire correspond <err>a</err> l’industrie,homophones,texte2_terminale_raw.txt,corpus1
220,industriel,industrielle,industriel,Reconversion <err>industriel</err>,accord,texte2_terminale_raw.txt,corpus1
221,industriel,industrielle,industriel,la reconversion <err>industriel</err> correspond a un changement de type d’industrie,accord,texte2_terminale_raw.txt,corpus1
222,a,à,à,la reconversion industriel correspond <err>a</err> un changement de type d’industrie,homophones,texte2_terminale_raw.txt,corpus1
223,région,régions,région,les <err>région</err> à la frontiére France - Belgique et France – allemage dont en reconversion industriel,accord,texte2_terminale_raw.txt,corpus1
224,frontiére,frontière,frontière,les région à la <err>frontiére</err> France - Belgique et France – allemage dont en reconversion industriel,approximation,texte2_terminale_raw.txt,corpus1
225,allemage,Allemagne,,les région à la frontiére France - Belgique et France – <err>allemage</err> dont en reconversion industriel,majuscule,texte2_terminale_raw.txt,corpus1
226,,,,,omission,texte2_terminale_raw.txt,corpus1
227,dont,sont,être,les région à la frontiére France - Belgique et France – allemage <err>dont</err> en reconversion industriel,substitution,texte2_terminale_raw.txt,corpus1
228,industriel,industrielle,industriel,les région à la frontiére France - Belgique et France – allemage dont en reconversion <err>industriel</err>,accord,texte2_terminale_raw.txt,corpus1
229,une,un,un,<err>une</err> technopôle est un centre ou des chercheur travaille sur les nouvelle technologie de point,accord,texte2_terminale_raw.txt,corpus1
230,chercheur,chercheurs,chercheur,une technopôle est un centre ou des <err>chercheur</err> travaille sur les nouvelle technologie de point,accord,texte2_terminale_raw.txt,corpus1
231,travaille,travaillent,travailler,une technopôle est un centre ou des chercheur <err>travaille</err> sur les nouvelle technologie de point,conjugaison,texte2_terminale_raw.txt,corpus1
232,nouvelle,nouvelles,nouveau,une technopôle est un centre ou des chercheur travaille sur les <err>nouvelle</err> technologie de point,accord,texte2_terminale_raw.txt,corpus1
233,technologie,technologies,technologie,une technopôle est un centre ou des chercheur travaille sur les nouvelle <err>technologie</err> de point,accord,texte2_terminale_raw.txt,corpus1
234,point,pointe,pointe,une technopôle est un centre ou des chercheur travaille sur les nouvelle technologie de <err>point</err>,lettre muette,texte2_terminale_raw.txt,corpus1
235,question,questions,question,<err>question</err> multiples,accord,texte2_terminale_raw.txt,corpus1
236,a,à,à,le secteur tertiaire correspond <err>a</err> tout les service,homophones,texte2_terminale_raw.txt,corpus1
237,tout,tous,tout,le secteur tertiaire correspond a <err>tout</err> les service,homophones,texte2_terminale_raw.txt,corpus1
238,service,services,service,le secteur tertiaire correspond a tout les <err>service</err>,accord,texte2_terminale_raw.txt,corpus1
239,espace,espaces,espace,"les <err>espace</err> touristique français inportent sont paris , le centre de la France ,la provence , le val de loire",accord,texte2_terminale_raw.txt,corpus1
240,touristique,touristiques,touristique,"les espace <err>touristique</err> français inportent sont paris , le centre de la France ,la provence , le val de loire",accord,texte2_terminale_raw.txt,corpus1
241,inportent,important,important,"les espace touristique français <err>inportent</err> sont paris , le centre de la France ,la provence , le val de loire",phonétisation,texte2_terminale_raw.txt,corpus1
242,,,,,approximation,texte2_terminale_raw.txt,corpus1
243,paris,Paris,,"les espace touristique français inportent sont <err>paris</err> , le centre de la France ,la provence , le val de loire",majuscule,texte2_terminale_raw.txt,corpus1
244,provence,Provence,,"les espace touristique français inportent sont paris , le centre de la France ,la <err>provence</err> , le val de loire",majuscule,texte2_terminale_raw.txt,corpus1
245,val,Val,val,"les espace touristique français inportent sont paris , le centre de la France ,la provence , le <err>val</err> de loire",majuscule,texte2_terminale_raw.txt,corpus1
246,loire,Loire,,"les espace touristique français inportent sont paris , le centre de la France ,la provence , le val de <err>loire</err>",majuscule,texte2_terminale_raw.txt,corpus1
247,certin,certains,certain,<err>certin</err> espace comme les milieu urbin sont tres fréquenter car on y trouve du travaille de la technologie des centre culturel comme les muser ou autre monument,phonétisation,texte2_terminale_raw.txt,corpus1
248,,,,,accord,texte2_terminale_raw.txt,corpus1
249,espace,espaces,espace,certin <err>espace</err> comme les milieu urbin sont tres fréquenter car on y trouve du travaille de la technologie des centre culturel comme les muser ou autre monument,accord,texte2_terminale_raw.txt,corpus1
250,milieu,milieux,milieu,certin espace comme les <err>milieu</err> urbin sont tres fréquenter car on y trouve du travaille de la technologie des centre culturel comme les muser ou autre monument,accord,texte2_terminale_raw.txt,corpus1
251,urbin,urbains,urbain,certin espace comme les milieu <err>urbin</err> sont tres fréquenter car on y trouve du travaille de la technologie des centre culturel comme les muser ou autre monument,phonétisation,texte2_terminale_raw.txt,corpus1
252,,,,,accord,texte2_terminale_raw.txt,corpus1
253,tres,très,très,certin espace comme les milieu urbin sont <err>tres</err> fréquenter car on y trouve du travaille de la technologie des centre culturel comme les muser ou autre monument,approximation,texte2_terminale_raw.txt,corpus1
254,fréquenter,fréquentés,fréquenté,certin espace comme les milieu urbin sont tres <err>fréquenter</err> car on y trouve du travaille de la technologie des centre culturel comme les muser ou autre monument,phonétisation,texte2_terminale_raw.txt,corpus1
255,,,,,accord,texte2_terminale_raw.txt,corpus1
256,travaille,travail,travail,certin espace comme les milieu urbin sont tres fréquenter car on y trouve du <err>travaille</err> de la technologie des centre culturel comme les muser ou autre monument,phonétisation,texte2_terminale_raw.txt,corpus1
257,centre,centres,centre,certin espace comme les milieu urbin sont tres fréquenter car on y trouve du travaille de la technologie des <err>centre</err> culturel comme les muser ou autre monument,accord,texte2_terminale_raw.txt,corpus1
258,culturel,culturels,culturel,certin espace comme les milieu urbin sont tres fréquenter car on y trouve du travaille de la technologie des centre <err>culturel</err> comme les muser ou autre monument,accord,texte2_terminale_raw.txt,corpus1
259,muser,musées,musée,certin espace comme les milieu urbin sont tres fréquenter car on y trouve du travaille de la technologie des centre culturel comme les <err>muser</err> ou autre monument,phonétisation,texte2_terminale_raw.txt,corpus1
260,,,,,accord,texte2_terminale_raw.txt,corpus1
261,autre,autres,autre,certin espace comme les milieu urbin sont tres fréquenter car on y trouve du travaille de la technologie des centre culturel comme les muser ou <err>autre</err> monument,accord,texte2_terminale_raw.txt,corpus1
262,monument,monuments,monument,certin espace comme les milieu urbin sont tres fréquenter car on y trouve du travaille de la technologie des centre culturel comme les muser ou autre <err>monument</err>,accord,texte2_terminale_raw.txt,corpus1
263,dotre,d'autres,de;autre,<err>dotre</err> espace comme les milieu litaurau attire la population surtou l’été car il y a la plage et un certain nombre de région litoral sont des région chaude,apostrophe,texte2_terminale_raw.txt,corpus1
264,,,,,phonétisation,texte2_terminale_raw.txt,corpus1
265,,,,,accord,texte2_terminale_raw.txt,corpus1
266,espace,espaces,espace,dotre <err>espace</err> comme les milieu litaurau attire la population surtou l’été car il y a la plage et un certain nombre de région litoral sont des région chaude,accord,texte2_terminale_raw.txt,corpus1
267,milieu,milieux,milieu,dotre espace comme les <err>milieu</err> litaurau attire la population surtou l’été car il y a la plage et un certain nombre de région litoral sont des région chaude,accord,texte2_terminale_raw.txt,corpus1
268,litaurau,littoraux,littoral,dotre espace comme les milieu <err>litaurau</err> attire la population surtou l’été car il y a la plage et un certain nombre de région litoral sont des région chaude,phonétisation,texte2_terminale_raw.txt,corpus1
269,,,,,phonétisation,texte2_terminale_raw.txt,corpus1
270,,,,,accord,texte2_terminale_raw.txt,corpus1
271,attire,attirent,attirer,dotre espace comme les milieu litaurau <err>attire</err> la population surtou l’été car il y a la plage et un certain nombre de région litoral sont des région chaude,conjugaison,texte2_terminale_raw.txt,corpus1
272,surtou,surtout,surtout,dotre espace comme les milieu litaurau attire la population <err>surtou</err> l’été car il y a la plage et un certain nombre de région litoral sont des région chaude,lettre muette,texte2_terminale_raw.txt,corpus1
273,région,régions,région,dotre espace comme les milieu litaurau attire la population surtou l’été car il y a la plage et un certain nombre de <err>région</err> litoral sont des région chaude,accord,texte2_terminale_raw.txt,corpus1
274,litoral,littorales,littoral,dotre espace comme les milieu litaurau attire la population surtou l’été car il y a la plage et un certain nombre de région <err>litoral</err> sont des région chaude,phonétisation,texte2_terminale_raw.txt,corpus1
275,,,,,accord,texte2_terminale_raw.txt,corpus1
276,,,,,accord,texte2_terminale_raw.txt,corpus1
277,région,régions,région,dotre espace comme les milieu litaurau attire la population surtou l’été car il y a la plage et un certain nombre de région litoral sont des <err>région</err> chaude,accord,texte2_terminale_raw.txt,corpus1
278,chaude,chaudes,chaud,dotre espace comme les milieu litaurau attire la population surtou l’été car il y a la plage et un certain nombre de région litoral sont des région <err>chaude</err>,accord,texte2_terminale_raw.txt,corpus1
279,certin,certains,certain, <err>certin</err>  cantre urbin comme marsei sont en littoral ce qui explique sont  attirance ,phonétisation,texte2_terminale_raw.txt,corpus1
280,,,,,accord,texte2_terminale_raw.txt,corpus1
281,cantre,centres,centre, certin  <err>cantre</err> urbin comme marsei sont en littoral ce qui explique sont  attirance ,approximation,texte2_terminale_raw.txt,corpus1
